id	prompt	essay	content	organization	language	total
453	Some students prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer.	"I really studied a lot until now. When I was young, to achieve my goals, I should study. Therefore someone would want to study with other people or alone. It will different because the habbit of someone to study is differerent. In my case, I love to study alone. I want to explain that reason.
 I am a student who have a mojor in biology department. To get a good score in biology department, I must memorize many things. When I was a second grade students, my final test range was ppt 1500 pages. It was very terrible. Anyway, I should memorize all of that. There are no other ways. Also, when we took the test, we should solve the problem alone. We can not debate with other students and see the other books or ppts. That is to say, I had to memorize all of things which I learned in my self. So, there are no reasons to study with other students. A group of students could not help me. To memorize all of things, I should study alone and fine the best way to memorize alone.
 Second, studying with a group of students interfere me. During the test period. My pattern changed enormously. Every day I slept only four hours a day and the time to sleep was changed. Therefore, sometimes I had a lunch at 3pm and I had a dinner at 4am. I guess the reason that my pattern was changed is that I focused on the study, I didn't have the time to take a dinner or lunch. However, if I studied with a group of students, I would take a lunch with that students and I would lost the chance that I could concentrate well. Also, if I studied with group of students, I would chat with those students. It is not helpful to me.
 I tried many ways to memorize all of things which I learned. Sometimes, I studied with my friends. But it never helped me, it interfered my study and take away my time. In the past, some friends asked me that study with my friends and take questions each other. It could be helpful if I checked the things that I memorized. However, there are too many things I should memorize. Studying alone is the best way and efficient method to me."	4.5	4.5	4.0	13.0
442	Some students prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer.	"Study is one of the most important things to do for all people. However, it is not fun and interesting for anytime despite it is quite important for our life. Therefore, many people suggest various studying type to make more concentration and efficiency. Among them, there are two main types of people either prefer studying alone or together. I think each of them have several persuasive reasons why we have to study alone/together, but I think studying alone is much better. There are three main reasons why I prefer to study alone.
First of all, studying with other people can easily break concentration. Concentration is one of the most important factor for good study efficiency. Some opponent argue that group study also make students to concentrate for their study, but I think it is not. If group members become more friendly, it can easily interrupt concentration for all members in the group. For example, they can go out for eat or just chtter with each others in study time. However, if we study alone, we can completely elimminate these obstacle for study. Then, student can improve their concentration and it will be directly related their grades.
In addition, studying alone have better time efficiency too. Students in usual group study have to prepare their materials to share with their group members. Moreover, they need to devide each part of study and need to prepare presentation. Group members also need to set a proper meeting time and they have to move for meeting place.  These process need much more time than studying alone. Time is very important thing for student, but it is a waste of time. If student study alone, he/she can utilize that free time for more study or break. Student don't have to consider nice visualization of their study and move.
The last supporting reason is study style. As I mentioned before, there are tons of study styles in the world, so each student have different study type with regard to their characteristic and ability. However, if student study together even they have different proper study style, group study could make bad effect to every students in group. For example, if someone prefer to study with discussion and talk but others just want to share their study materials, they can be a obstacle for each others. On the other hand, if student study alone, student do not need to consider others study style. Also, student can try many other kind of study styles in their own time without other's effects. I think it is more helpful for student to find their study style.
In conclusion, I think students can get so many advantages by studying alone. They can make more concentration and save time. Also, student can freely try other changes for study style. Of course, there are more advantages about studying alone, but most important thing for study is motivation. Motivation is much important for student regardless of study style. I hope many students improve their grade with my suggestions."	5.0	5.0	3.5	13.5
911	University: Some universities require students to take classes in many subjects. Other universities require students to specialize in one subject. Which is better? Use specific reasons and examples to support your answer.	"The More the Better

     In university, students should take many classes. Some universities require them to take courses in many subjects, and other universities require them to specialize in only one subject. Some people may think that students should take classes in one subject. However, in my opinion, there are several benefits for students to take classes in many subjects.
     First of all, students can find what they are interested in. Most students may not know about what they prefer and what they want to do in the future. By taking courses in many subjects, they can identify the subject that they are interested in. It is helpful to university students who cannot decide their future career yet.
     In addition, students can gain a wide range of knowledge. Clearly, students can obtain knowledge about various subjects by taking classes in many subjects. This broad range of knowledge may help students in their major subject; for example, in physics and chemistry, some concepts such as orbital are closely related, but the details are slightly different. Thus, they can better understand each subject.
     As mentioned, some people may feel that it is better for students to focus on one subject. They argue that concentrating on only one subject gives students deep knowledge; however, it narrows the perspective of students. If students have knowledge about only one subject, they can only see everything through it.
     To sum up, taking classes in various subjects has many advantages. It can help students to find their future jobs, and it can broaden their knowledge. Therefore, students should take and attend many courses in various subjects."	4.0	4.0	4.0	12.0
171	Some universities require students to take classes in many subjects. Other universities require students to specialize in one subject. Which is better? Use specific reasons and examples to support your answer. 	" Taking classes in many subject and specializing in single subject are both great options. However, if I really had to make a choice between two options, I would prefer the latter, which is taking classes in specialized single subject. There are three reasons for this idea.
 First of all, classes in specialized one subject is helpful for students' career. In many cases, jobs usually require deep knowledge, not wide knowledge. For instance, even if doctor knows wide range of knowledge, doctor without deep knowledge of biology and medical skills cannot be a good doctor. Maybe someone said that wide range of knowledge can help us sometimes, but we should remember that deep knowledge, not wide knowledge is base for every jobs. Of course, universities' education that based on one specialized subject will help students build base for future career.
 In addition to this, make student to take classes in many subject can be detrimental. If student have to take classes in many subject, he should take not only classes in subject that he likes to learn, but also classes in subject that he dislikes to learn. Forcing student to take classes in subject that he dislike can make student to lose his passion for learning new things. In worst case, losing passion for learning new things can caused to passion for his major too. As we can see from this example, make students to specialize in one subject could be better option.
 Finally, learn deeply in one subject can offer power to challenge other subjects. Personally, in my case, I can learn different computer language such as C and Java well after I learn much about python, which is programming language that easier to learn. As example shows, deep knowledge in one specific area can help to understand other topics in different area too. Also, It can give us passion to challenge new topics in different major. So, I think that specializing in one subject is the first step for student to learn things in many subjects.
 For these reasons, I think that specializing in one subject is much better than take classes in many subjects."	4.5	4.5	4.5	13.5
468	Some students prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer.	"Everybody has their own way of studying. Some people prefer to study alone while other people prefer to study with a group of students. Students who prefer the group studing say they can be motivated by their group members and can use a large seminar room. Despite these advantages, I prefer to study alone for some reasons.
 First,  students who prefer a group studying think that the group members can motivate them to study hard. It is partially true, but I think it doesn't make sense for all cases. It is because this also means we can be easily unmotivated by other group members. For example, other group member might tell us to go out while we are studying. Moreover, when we study with others, it is easy to be disturbed by their noise. In addition, to study with a group of students, we should meet at specific time. However, the group members are not always available, so  it is hard to meet to study together. Therefore, we cannot use our time fluently. However, in case of studying alone, we can concentrate our own work without disturbance and can use our time more fluently. 
 Second, some people prefer to study with a group of students since they can use the school seminar room which needs 4 people to make reservation. However, this also means that it is hard for group to find a suitable studying place. In fact, it is hard to seat together with a group in library. In many cases, they have to be split. Or, they have to move another place to have a seat. In other words, studying with a group of students have some space limitation. However, when we study alone, we don't need to worry about to get a seat in library. It is more easier to get one seat in library.
 In conclusion, for me, studying alone is better than studying with a group of students. It is because studying alone allow us to study without interrupt with others. In addition, studying alone make us to use our time more efficiently and has less space limitation compare with studying with a group. "	4.5	4.5	4.5	13.5
823	Lifestyle: Some people believe that success in life comes from taking risks or chances. Others believe that success results from careful planning. Which do you agree with? Use reasons and specific examples to support your opinion.	"Newspapers tends to show challenge backgrounds when they introduce some famous people. Why they do like this? The main result is famous people seem to overcomes those situations and grow dramatically. However, some youth are scared risks and appear to go to only careful plannings. In this situation, I think they should be more strong and try to take risks or chances to succeed in life.
     Fist of all, people who exprience risks can learn methods to overcomes. The process to take planning may supply meaningful experiences; however, the process of overcoming challenges would become imporessive memory. It would help people find their own ways to fight against risks, then they can use these methods to succeed in life. Thus, challenging with such risks would show new ways to win in life.
     The second reasons is that letting risks or chanes in life would let people become positive. People may experience that they chose the right answer although they just selected numbers randomly in test. In this situation, if they enjoy their life without careful plaaning, they feel happy and memory that day as successful moment. However, some who think that success only comes from predictable plans would feel uncomfortable and doubt those lucky. As a result, believeing success is unpredictable will make people get energy with even small successful experiences.
     Finally, planning tends to finite various oppoortunies to try. If people always plans their days to make effective and successful days, they may get pressure to complete all of them. This pressure can limit diverse possible success. On the other hand, people doing works without specific plans can gather infinite opportunity to try, then this attitude will make easy to access to success. Therefore, planning complex methods can disturb for success in life, while people take planning to succeed effectively.
    To summarize, letting more free to get successful memories would provide ways to overcomes and make people more active. In addition, planning could limit potential possible to succeed. In conclusion, while specific planning seems to introduce right ways to succeed, risks or chances are more effective to make memorable success in life."	3.5	4.0	3.0	10.5
1680	If you could change one important thing about your university, what would you change? Give specific reasons and details to support your opinion.	"     I think one of the best college in Korea is KAIST. KAIST helps students can study whatever they want. And KAIST gives us good environments. But there is a problem in campus that needs to be changed. If I could change one important thing about KAIST, I will change the location of smoking areas and the form of smoking areas in KAIST.
    First reason that I want to change smoking areas is the form of smoking areas. There are holes on walls that surround smoking areas. Through the holes, smoke move out of the smoking areas. And smoke reach other people . Because of this, in fact, the walls are useless. So, I want to change the form of smoking areas to be surrounded by  walls with no holes.
    Second, I want to change smoking areas in KAIST because of the location of them. There are some exercise equipments in campus. The purpose of them is caring our health. But there are some cases that smoking area is next to the some exercise equipments. When we exercise, we breathe fastly than usual. So, if there is smoking area next to exercise equipments, it will give really bad effects to our health. Therefore, it is ironic that smoking areas are located next to the exercise equipments.
   To summarize, there are some problems with smoking areas because of the location of smoking areas and the form of smoking areas.  Because of these reasons, we need to change the location and the form of smoking areas in KAIST to make better campus."	5.0	4.5	4.0	13.5
484	University: Some people believe that a college or university education should be available to all students. Others believe that higher education should be available only to good students. Which view do you agree with? Use specific reasons and examples to support your answer. 	"Higher Education are Not Necessary
In Korea there are several types of school such as elementary school, middle school, high school and college. Government force everyone to go to some of these schools such as elementary school by law, for help everyone to get educated; however, they don’t force everyone to go to college. College teaches more specialized knowledge to help people to be more specialized, so they are called higher education. Some people believe that higher education such as college or university education should be available to all students; however, I think that it should be available only to good students. 
To begin with, government use a lot of money to support colleges. All students in college must pay tuition fee which is very expensive. Now days, government help most of students to pay for only half of their tuition fee by using their budget. According to one interview, almost 90 percent of college students answered that they have experienced help from government’s half tuition fee project. When college education be available to all students, huge amount of money will be wasted because of the students who are not good at studying. 
In addition, society does not need to have too much specialized people. Contents people learn in college are very specialized. In schools such as middle school, people learn about things that are necessary for living in our society. College teaches people about very specialized contents which will help them to get better jobs, however. Since there is no need for every people to be specialized, college are not necessity for all people.  
Some people argue that higher education should be available to all students because people should get chance to get higher education. However, every people get equal chance to get higher education, so this argument does not hold. Every people get equal chance to do better work and to be better students before entering higher education. When they become good students, they will get chance to enter for higher education. 
To sum up, government use a lot of money to support colleges and society does not need to have too much specialized people. All students do not have to feel like they must have to get higher education. 



Some people believe that a college or university education should be available to all students. Others believe that higher education should be available only to good students. Which view do you agree with? Use specific reasons and examples to support your answer."	4.0	4.0	3.5	11.5
1481	In your opinion, what are the qualities of a good student? Give specific reasons and details to support your opinion.		4.0	4.0	3.0	11.0
671	Some people believe that success in life comes from taking risks or chances. Others believe that success results from careful planning. Which do you agree with? Use reasons and specific examples to support your opinion.	"In every important chances in people's life, generally there are two choices: to take a risk, or not. Usually, many people doesn't take unplanned risk and just live their ordinary life. Almost of students in Korea wants to be an public worker, so that they don't have to take risks during their lives. However I believe that success comes from unexpected situations, and I will state my thesis with two concepts, experience and meeting new people.
New challenges leads to abundant experiences, which leads to improve our work ability and insight, so that we can live successful life. If we repeat our daily routine and try nothing new, we get no new experiences. Nevertheless taking risks such as starting a new project or climbing high mountains, even though we fail to succeed, we learn why we have failed. Then we are able to restart a new challenge with a better condition. Repeating risky challenges until we achieve the goal, we feel proud of what we have done, which was very hard quest throughout our life, and also we can learn a lot of things through vast experiences during numbers of failure. For my example, there was a chance to enter badminton club at my high school. Although I was very bad at sports, I decided to take a risk and learn a new sports. While learning badminton, I hurt my knee, joints and arms. But, practicing again, my ability for badminton got and my health also got better. Also I became confident to join other sports club.
In addition to that, we can meet new people while we do new kind of tasks. After we decided to try risky challenges, we have to get into a totally different environment; different place and different people. While meeting and having conversations with them, we can indirectly experience new culture, new knowledge and new style of thinking. For example, I entered a robot championship at Dubai few years ago. In the contest place, I met friends from various countries. Making global friends, I was able to know culture of Italy, new technologies of India, and new lifestyles of Greece. After that experience, my perspective got broader, and with new knowledges, fresh insights merged from my mind. From that experiences, I could improve many parts of myself.
Some might say 'safe is the best', but as I stated, it is clear that many challenges and tries will change our life dramatically. I suggest for others to try new things they didn't done before, even if it is very small thing such as having a new hobby."	3.5	3.5	3.5	10.5
1494	In your opinion, what are the qualities of a good student? Give specific reasons and details to support your opinion.		4.5	4.5	3.5	12.5
467	Some students prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer.	"What is a most important duty of students? Obiously, that is a study. Every student do their study by own ways. There are so many strategies to achieve a knowledge and learn something such as studying alone or studying with a group of students. However, I prefer to study with a group of students. There are some advantages than alone.
First of all, students with other students can study efficiently. They can divide a textbook with several chapters, take each parts for explanation to others.Using this strategy, each student can study only small parts of the textbook. So, they have a less stress from amounts of exam range. In fact, I often used this way with my friend. Then, I got a good grade of some biological classes. Because students who study together can save the time to prepare exam, studying together is a efficient study style.
Next, some students who prefer to study alone say that students prevent each other from concentration to study. However, I do not think so. In my case, students who study with others can check each others whether they think of only study or not. Then, it is able to make good mood for study. Therefore, making the group is good way to concentrate with study.
To sum up, there are some advantages of studying together such as efficient learning, help concentrate. Of course, that is not perfect strategy for every students. However, I have recieved some benefits by using a group-studying. Therefore, I strongly command this study style and hope many students will get good grade."	4.0	4.0	4.0	12.0
751	You have been told that dormitory rooms at your university must be shared by two students. Would you rather have the university assign a student to share a room with you, or would you rather choose your own roommate? Use specific reasons and examples to support your answer.	"In KAIST, most of students have lived in dormitories once, and dormitories act like home for those students. And most of rooms of dormitories are for two students, so it is important to meet a good roommate at first of semester. Then how can we get a nice roommate who is fit to us? There are two ways to get a roommate; one is be assigned by the university, and the other is choose the own roommate. Both of them works well, but there are some advantages with the option which is select the own roommate.
 First, students can know roommate's life pattern, characteristics, and other information. If a roommate is assigned by the university, the only information can be get is his/her name and phone number, and there is no information about life cycle, hobby, etc. If two roommates have different life patterns, they will be stressed during the whole semester because they have different wake-up time and sleeping time. In order to reduce the stress during the semester, information about roommate is necessary, so choosing roommate is a good way than the university's roommate assignment.
 Second, choosing roommate can improve both students' ability. If we choose roommate with same major, by saying each other's weakness and improvements, and teaching how they understood their major, they can improve their understand and can grasp subjects of their major. Not only in case of same major, but also in case of same hobby can expect this improvement.
 Last, live the roommate with same hobby, you can reduce stress during the semester. Students may get enormous stress due to assignments, exams, projects, etc. You can release these stress by playing games, exercise, eating, and many ways. But if they have their time with their friends, they can release their stress more efficiently by talking with
 In conclusion, choosing roommate is better than assigned roommate with three reasons; life patterns, ability improvement, and reduce stress. Some people might say with the university assign a student, students can improve their communication power and can be adjusted in social community easily. Of course, roommate assigned by the university can be good alternative way to get own roommate, but there are many chances to communicate with many unknown people, and releasing stress is more important than communication. By select own roommate, students can have happy campus life."	4.0	4.5	4.0	12.5
1170	What are the advantages of taking online courses in college? Give specific reasons and details to support your opinion.	"Because of the COVID-19, all colleges in Korea have done online lectures in spring and summer semesters. KAIST was not an exception. Furthermore, there are some colleges which already noticed their students that they will extend the period of online lecturing. Many students may have complaints about this decision. However, I think the online lectures are needed in this unusual situation and have advantages, and I’ll explain two of them.
	First, online lecturing makes it possible for students to manage their time schedule flexibly. Since students don’t need to go to the lecturing room, so it devotes them more extra time. In addition, if some courses use the non-real-time classes as their lecture way, students can choose the time when they will listen the lectures. Therefore, students can make fluid time schedule for attending lecture. This advantage of online lecture increases the efficiency of their studies. 
	Second, colleges can prevent contagion between students since students don’t gather to attend the lectures. In usual situation, students gather in the lecture room to participate in, but if we run the online classes, students do not need to move. This lessen the possibility to contact with others, so it can reduce the danger of getting COVID-19. This benefit is so important in this COVID-19 situation. As it will help the problem disappear, colleges should try to obtain this benefit. 
	To sum up, I explained the two merits of online classes, time flexibility for students, contagion prevention. Yet, real-time classes are so dangerous because of the contagious disease. Though many students want real-classroom lecture, colleges should keep this online teaching way. "	4.5	4.5	3.5	12.5
1552	If you could change one important thing about your university, what would you change? Give specific reasons and details to support your opinion.		4.0	4.0	4.0	12.0
455	Some students prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer.	"The way of people study is all different. Some people like to study alone, while others like to study together. I prefer to study with a group of students in three reasons, and I will explain why.

First, if I study with friends who are taking the same class, I can ask questions to my friend and can see what I don't know. while I'm studying alone, I can't solve my curiousity right away. I should memorize what I don't know and ask questions to my friends or professor later. Also I should go without knowing to the next step. However, while I'm studying with a group, I can solve questions emmidiately and go to the next step smoothly.

Next reason that I prefer to study with a group of students is concentration. I can concentrate on my study whlie I'm studying alone. However, if I study with a group, concentraion on my study becomes higher. There are so many  distractions such as cellphone, game, SNS, etc. Studying alone is hard to shake off obstacles, but it is possible if I study together. Once, I made a rule to play at a certaion time with the people I studied with, therefore I was able to concentrate on studying.

Lastly, if I study together, I can cheer up when studying is hard. Sometimes I want to give up because the subject I study is so difficult. Or there are times when I feel anxious because I don't have enough time to study. If I have a friends who studies with me, I am able to study with strength without give up.

To sum up, I prefer to study with a group of students because of three reasons. I hope you find a way to study well and study hard."	3.5	4.5	4.0	12.0
198	Some prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer. 	"I prefer to study with a group of students. There are three reasons.
   First, I can be inspired by others. When I study alone, I usually can't concentrate on studying. But when I study with a group of students, I can see other people who study and think that I should study hard too. So, It can make good result to each other. For example I didn't study much because I always be alone. However I could study well when I participate study group with ZOOM. It's very helpful for me.
   Second, I can ask what I can't understand and explain what others don't know. Most people can't understand every thing, but they can't ask or discuss when they study alone. Then they should search internet, send e-mail to professors and so on. It takes more time. I can save my time by asking to study group members. Also explaining to others makes me understand the knowledge better and get skills of explaining. I explained a lots when I was highschool students, it was more helpful than when I studied alone at that time. Someone says it is unhelpful, but it's not true. And opinion of many people helps me to think diverse ways about knowledge.
   Finally, I can make new friends and they may help me at future. Knowing a lot of people is important in society because people can't live alone. Studying group members study same subjects, so most of them would have same dream. It's likely to work together not only now. Then experience of doing a group studying should make us feel friendly. Not only this case, working with diverse kinds of people helps me when I participate other group working, work at company and so on. I think it is good experience if they don't give much advantages to studying. For instance, a frined who study chemistry with me at highschool takes this class together and gives many help each other.
To sum up, studying with a group of students helps me get concentrate on studying well, understand the knowledges more, and make new helpful friends. For these reasons, I think studying with a group of students is better than studying alone."	3.5	3.5	3.5	10.5
756	You have been told that dormitory rooms at your university must be shared by two students. Would you rather have the university assign a student to share a room with you, or would you rather choose your own roommate? Use specific reasons and examples to support your answer.	"School dormitary is the place where university students that don't know much about each other meet. They share their time and space for long time, at least one semester.  Since this is quite a long time, we can see that rooms are assigned in various ways in the dormitory. For example, some people live with the friends that they already know, and other people live with unknown, random people. There can be both advantages and disadvantages on each way, but I think it's better for university to assign students to share a room with.

First of all, Students can get more opportunities to meet people and to build their relationship. There are various people in college, but the people students meet in their daily lives will be limited to students from the same department and club. However, if the school allocates dormitories, students in more diverse fields and situations will be able to meet. These factors can be seen as providing college students with a wider range of choices. For example, two students from different departments who first met can share common interests and build relationships. Due to the nature of KAIST, even if they belong to other departments, they can participate in researches or competitions together in the future. If they use a room with an existing friend, it will not be easy to get this new opportunity.

The second reason for dormitary allocation of university is that students can improve their own social skills. Since humans are social animals, interaction with others is inevitable in life. While human meets various people, they develop social skills and establish self-esteem. From this point of view, random arrangement of dormitories in schools can be considered as a means to provide more diverse opportunities to students. Learning how to get along with other people in an essential space in daily life will be of great help in improving students' communication skills. For instance, If we meet older or younger people in the dormitory, the communication skills we should have at this time will be different from those we have when living with friends. In this case, we can fully learn and understand the required skills during the semester.

Also, there is reason for universities, the efficiency. In the case of random arrangement, the school will collectively implement and notify, and then students can exchange rooms if necessary. For this case, communication between the school and the students can be done in both directions, and communication between students is also made only when necessary, so the method is simple. However, if they choose arbitrarily among themselves, communication will be complicated and it will take more time because an agreement must be reached between all students in advance. In addition, the opportunities for communication between the school and the students are reduced, so additional efforts are required for communication.

In conclusion, there are three main reasons for dormitary assignment for students by universtiy. Eventhough there can be some reasons that students' choice are prefered, I think university have to assign students to share a room with for both students and university. Maybe you can try it for a semester to meet special people that can fullfill your weaknesses"	4.0	4.0	4.0	12.0
1878	Many students choose to attend schools or universities outside their home countries. Why do some students study abroad?	"Positive Effect for Studying Abroad

 Earth we are living is getting smaller as time flows. Of course the size of Earth is same since it was made. However as transportation gets safer and faster, we now can visit anyplace on Earth in few hours. This is why Earth is getting smaller for human everyday. Now as Earth is gets smaller,  we contact with many different countries that are different from the country that we live in. And knowing other countries and have ability to visit them,  some students choose to study outside from their home countries. Why would they choose to study abroad? Let's look at some benefits about studying in other countries.

 First positive effect for studying abroad is different culture they have. When you travel other countries, you will easly notice the different culture between different countries. So when you are interested in other culture, then studying abroad can be a well decided choice. Unlike traveling, attending to schools or universities takes longer time. You will have to stay in other country in years. This way you will be able to speak, write, read different language very well. Also, you will understand their culture deeply. It may help you when you immgrate or choose to have job in that country. Studying abroad is not just ateending to school, you will get chance to learn second language and culture.

 Socond reason students choose to study abroad is name of school or university. Their are famous universities in the world. Students who want to study in one of these famous school could choose studying in other countries. There are many benefits when you study in famous university. University that you graduate is important in your life. It matters when you get a job or when you choose to study farther more. Also, these famous university is famous for reason. They will have great course of studying and professors with great knowledge. Studying at famous university in other country will help you get more knowledge and bring you more chance in your life. 

 To sum up, students choose to study in different country because it has many benefits. You will learn different culture and language, which could also help you when you immgrate or get a job. By studying in a famous university with great course and professors, you will be more talented person. So, if you have a interest in different culture or university in other country, start learning new language and prepare for studying abroad. "	5.0	4.0	3.0	12.0
2185	If you could change one important thing about your country, what would you change? Give specific reasons and details to support your opinion.	" Anything I will change from my county, will become something problematic, personal or non personal. I love my country, but also I can see various flaws like economy, birth rates.. etc from here too. So it will be not so easy picking a single changement.

I am watching some serious situations going around all over the world, and the most important thing I have in mind is the warfare. Several countries continuing war in the 21 century, the age who never passed through war gave a huge impact for everyone, including me. From the news from Russia and Ukraine, reminds me that South Korea has not yet escaped entirly from the terror of the war. And this is the one I wish I could change from my country. To end the war permenantly, and freeing the painful history for our new future.
Starting a war and winning always gave some countries wealth and development in history. But in 21th century, the meaning and potential cost of war became unmeasurable. The destructive weapons made massive, or possibly, global destruction possible, and quick inform connection around the world created the blaming and horror to reach everywhere, anytime. the meaning of warfare has evolutionized through time.  War is not just a problem solver like past anymore. This is the reason I would change the state that we, South Korea is still going through the war.  I am pretty sure lots of people will agree with me anyone who encounters this question. War is the most confusing problem in this state, because we are watching a war from other countries. Not like before, the war zone is now visible through the internet, we can emphathize it better. Anyone who watches the terror of the war will never want to think about it, just like I did.
Ending the war in Korea will solve lots of problems in our country at once. It will solve a part of economic issues, nearby country relationship problems, and so on. This is another reason I wish of ending war, expecting various things intead of only one"	2.5	2.5	2.0	7.0
1232	Why do you think people travel? Give specific reasons and details to support your opinion.	" First, when we join lecture by online we can have more choices. if we not, we have consider the place of the lecture. for example i want to listen two lecture A,B. and lecture B starts right after lecture A. at school we have to run from class A to B where lecture starts. 
 Second, we have many chance to be close with each other. we don't have much information about college, lecture, HW so, we have to make friends to ask about it. for example, at first semester professor gave us team projects make presentation about topic what we choose. to do more perfectly our group talk about topic for a long time. at that long run we can get more closer. 
 Third, the transfer of information is fast. many students have question and information. we can transfer it at apps such like 'everytime' 'facebook'. by using these apps we can get information that we can trust. also professors and TA can spread information quickly by using 'KLMS' 'Kaist portal'"	3.0	3.0	2.5	8.5
874	University: Some people believe that university students should be required to attend classes. Others believe that going to classes should be optional for students. Which point of view do you agree with? Use specific reasons and details to explain your answer.	"I strongly believe that university students should be required to attend classes in time. It would be the most effective method to prevent various side-effects. What would be the side-effects of being absent during the classes?
  First, It would trigger increase of private education. Some people might argue that the university students don't have to attend class if they already know the content of class. However, that is definitely wrong argument. Let's think of the goal of listening to class for many students. They exactly listen to classes in order to get a good grade(GPA). So, if participation score is not counted for a grade, they have actually no reason to attend classes. Therefore many students would not attend classes regardless of knowledge about the content of the class. And in the case of the students who don't know exactly about the content of the class, they would fall into private education in order to get a good grade. Then the market of private education about university classes would be larger and larger, which would decrease the importance of university lecture by professor.
  Second, It would get rid of the opportunities to keep relationship between professor and students. The goal of lecture by professor is not only to convey useful information about the subject, but also to keep in touch with students. Professors would introduce their research field related to the lecture during class, and some students, who had interest with the research field, would contact the professor. And it provides an opportunity for them to grow up while they communicate with professor more deeply than in the class.
  In conclusion, I strongly think that the university students should attend classes in order to prevent private classes and keep opportunity to make relationship between professor and students. Let's say you're a professor. You would have lots of knowledge about the lecture and want to share the experience to your students. Then I guess you might be very happy if all students participate your class and focus on that as they ask questions about your research. Let's go to Advanced Writing class now!"	3.0	3.0	3.5	9.5
1919	In your opinion, what are the qualities of a good student? Give specific reasons and details to support your opinion.	"Good Students's Qualities

     If you are student, you may find other students easily arrounding you. In addition to find them, you would feel something to each of them in terms of student, and also you can realize what are the qualities of a good student. Although it may not be the best qualities of a good student, I think a good student's qualities are  effort, honest and kindness.
 The first quality of a good student is effort. The word ""student"" means a person who learn something, so it is necessary to doing effort to his learning. Also, students often get a part for a work in their group such as class and shcool. A good students do thier best on their work, so their groups can do more effectively. 
  In addition to the effort, the second important quality of a good student is honest. In many cases, honest is essential for good students, but many students don't be honest for their examination. All students have to take thier examination, and they may get scores of each subjects. For example, if a teacher gave points  more than a student's original score, there are few students to say teacher honestly.  
 To summarize, good students have three qualities those are effort, honest and kindness. I think effort, honest, kind students are good students, so I recommend you to do your best to be those student. After being that student, you can be better student against before."	3.0	3.0	3.0	9.0
