id	prompt	essay	content	organization	language	total
1910	In your opinion, what are the qualities of a good student? Give specific reasons and details to support your opinion.	"The Qualities of A Good Student
     We have to go elementary and middle school because going to elementary school and middle school is mandatory in Korea. Thus, being a good student is important. If you are a good student, you can get a lot of advantages from school. In my opinion, honesty, friendship and passion are the qualites of a good student.
     First, honesty is a important part of a good student. The students interact to many people in school because there are many students and teachers. To develop relation, trust is necessary. Since trust can be made by showing honesy, honesty is a importnat part. The students also receive many tasks by teachers. The honesty is a necessary to make good results for tasks. 
     Not only being honesty but aslo making friendship is a quality of a good student. we can meet many people in school. During school activites, we have to interact to friends to collaboration for homeworks. Students also need friends to play. For these reasons, making friendship is very important quality of a good student. 
     Lastly, passion is also a quality of a good student. In school, students have to do many tasks. If a student don't have passion about a task, student will be bored. After student is bored, student does not want to do task. Because of this, having passion is very important. If student has passion about task, student will get good result about task. 
     As a result, I argued that the qualities of a good student are honesty, friendship and passion. Because most of people have to be students for a long time, having the qualities of a good student is important. If you have the qualities of a good student, you can enjoy your school life. "	4.0	4.0	3.5	11.5
241	A friend of yours has received some money and plans to use all of it either to go on vacation or to buy a car. Which would you suggest? Use specific reasons and details to support your choice.		2.5	3.0	3.0	8.5
966	Lifestyle: Some people believe that a college or university education should be available to all students. Others believe that higher education should be available only to good students. Which view do you agree with? Use specific reasons and examples to support your answer	" In the past, I liked to do only what I already to do well. because I was used to doing it. And I had confidence on it. It was nice to be praised for doing what I was good at. Usually, trying new things made me feel scared. I thought about myself as a successful student as I entered KAIST, so I was afraid of failure. It was definite that when I failed, people would sympathize with me. I really didn't want to be sympathized by others. And I didn't want to make others disappointed of me. I just wanted to keep succeeding.
 But now, I prefer to try new things and take risks because I realize that I should improve myself in various ways to get what I want in the future. Trying new things makes me improve variable capacity. And I believe that improving variable capacity will increase probability of success. If I like to do only what I already to do well, I can be an expert on that part. But, unless trying new things and taking risks, I won't solve many complicated problem in society. And also in science, It is definite that there are not simple problems which can be solved by one part, but many complex problems which we should thing of two or more parts to solve. Especially while doing research, I realize that knowledge in various fields is necessary. I was afraid of failures, but now I know that greatest growth is in the process of reflecting on failures and correcting them. It's painful when I fail, but that's when I can grow the most. Even if the experience is not related to my field, It can be applied to other fields, and it becomes a memory in itself. so I think I prefer to try new things and take risks. And it's good for myself."	2.0	2.0	3.0	
1552	If you could change one important thing about your university, what would you change? Give specific reasons and details to support your opinion.		4.0	4.0	4.0	12.0
1757	If you could change one important thing about your country, what would you change? Give specific reasons and details to support your opinion.	"One important thing to improve Korea

Everything, or everyone cannot be perfect. But people know that just one important change might significantly improve them. What about the country? Even South Korea(ROK) has amount of provblems, one important change can make South Korea better country. This paper is going to argue about South Korea will be better if it unites with North Korea, as known as DPRK.
First of all, there are so many problems in ROK which are caused by DPRK. Today in ROK, males' military service is very big issue. Every korean males should join military service if they don't have serious disease of disability. This is because ROK and DPRK is rest-in-war of Korean War. Uniting two countries might smallen their military, and it will stop military service. This means males can get their job earlier, and it might solve low birth problem of ROK. Also, there are some political issues which are caused by division of Korean Peninsula. Parties of Korea have fought over 60 years with the issue about DPRK. The issue was 'are some parties work just for DPRK?' Of course the stage to get united Korea might be difficult, the end session will definitely finish those problems, or issues.
Secondly, economic problem can be solved. As well known, ROK has high technology and industry, and DPRK has workers with low prices. During the time of uniting, companies of ROK can make products with cheaper cost than before. Furthermore, these companies will improve economy of North, and it means DPRK can be a market of ROK's companies. Also, the unstableness of economy which is caused by division can be solved. Since Korean Peninsula is on war, foreign companies are afraid to put money, or invest ROK. Uniting will end the threat of war, then foreign money can improve Korean economy faster than before.
Lastly, big country can make bigger voice in global issues. This 'big' does not means big land(area), but it means numbers of citizen and power of economy. Look at recent global issues. Countries which have power or large voice are mostly big countries, such as US, China, etc. Even Korea is one of big country, it was hard to make voice, or give an idea of issue. Issues about human rights problems of China, or Taiwan issue might be good examples. United Korea will have more population and economical power by upper reasons, so can make own voice in global society.
In conclusion, there are many problems of distinct subjects in Korea such as military, politics, economy, etc. Uniting of ROK and DPRK can solve those problems on time. Furthermore, solving those problems makes enough powerful to make its own voice in global issues. Therefore, one important change-uniting of Korean Peninsula- will definitely improve South Korea to be a better country."	5.0	4.5	3.5	13.0
1502	In your opinion, what are the qualities of a good student? Give specific reasons and details to support your opinion.		4.0	4.0	3.0	11.0
112	Government: Some people think that governments should spend as much money as possible on developing or buying computer technology. Other people disagree and think that this money should be spent on more basic needs. Which of these opinions do you agree with? Use specific reasons and examples to support your answer.	"Korea need money on developing computer technology

In these days, Korea has economical issue, that is, where should government use money. Some people say that money should be spent on basic needs because there are many people in Korea who cannot buy own home, eat food that they want. On the other hand, other people say that money should be spent on developing technology, especially computer technology. In my opinion, government should help developing computer technology instead improving basic needs for several reasons.
First of all, developing computer technology can make future lives more convenient. Nowadays, autonomous electronics are developing in many countries, since they are more convenient in several parts. For example, many companies are developing the autonomous vehicles, and other companies are developing smart television or robot that can help our living. Computer technology is strongly needed on these autonomous electronics; since autonomous electronics are moving by computer codes. As a result, spending money on computer technology have high probability to make future lives more convenient.
Next, South Korea's strength on international trade market is computer technology. Companies like Samsung or LG are in the first group of the electronics, which computer technology is strongly needed. If government does not spend money to computer technology, Samsung or LG can lose their power in the market. That can cause the weakness of the South Korea on international trade market.
Some arguments say that country can be more stable and stronger when its basic needs are enough. On the other hand, developing computer technology can make power in international market. Then country can get more money by selling computer technology; as a result, country can spend money on basic needs. This cycle will make country more stronger and economically better.
To sum up, government should spend money on developing computer technology for several reasons: making future lives more convenient, keeping strength on electronics market, making better cycle on the money in country. Spending money on computer technology cannot affect to people's lives instantly. However, people can live better in the future."	4.5	4.0	4.5	13.0
1675	If you could change one important thing about your university, what would you change? Give specific reasons and details to support your opinion.	"My university is KAIST focuses on science and technology in Korea. There are many differences between different universities because of the focus of science and technology. Because of the gender imbalance in my university and the difficulty of taking classes in various fields, I think KAIST students cannot have various experience. From now on, I will explain what I want to change to our school.
     First of all, I want to change the gender imbalance in my university. According to this year's statistics, KAIST's gender ratio is 8 to 2, which has a very large gender imbalance. There is a word ""hakyeondong"" in Korea. It means love experience is important as studing. However, many male students in KAIST are in a difficult environment to have love experience as university stuents. Gender ratio is important not only in love but also in academic and various thoughts. So, I hope many female students enter KAIST and balance the gender ratio of the KAIST.
     Last, I want to change my university so that I can take classes in various fields. In KAIST student community, it is often posted that they want to take classes in various fields. Due to the nature of KAIST, the propotion of major classes in engineering is overwhelmingly high and there are limited types of liberal arts classes available. I think cutural knowledge is important to engineer. So, I hope KAIST will open many liberal arts classes so that students can have various knowledge.
     To sum up, I hope KAIST students have various experience. To move in that direction, KAIST should make improvements in the gender imbalance and number of liberal arts classes. I hope KAIST students study with various experiences in KAIST and do more wonderful things in the world as engineer."	3.5	3.5	3.5	10.5
260	You have received a gift of money. The money is enough to buy either a piece of jewelry you like or tickets to a concert you want to attend. Which would you buy? Use specific reasons and details to support your answer.		3.0	3.5	3.0	9.5
696	Is it better to enjoy your money when you earn it or is it better to save your money for some time in the future? Use specific reasons and examples to support your opinion.	   I think it is better to enjoy my money when I earn it. The purpose of earning money is to be happy. In my case, I feel positive feelings when I eat something or meet my friends. Also, to do such an activity, you will need some money to use.  You may think It is okay to save your money for some time in the future. Of course,  some people enjoy their time in the future by paying money that they earned before. But, If I save my money now, I am sad now because I can't do anything with my friends. For example, During this KAIST vacation, I enjoy my money . However, my best friend earns money and saves them to use next time. After the end of summer vacation, there are some differences between me and my friend. my friend frustrated due to the end of the vacation. she didn't enjoy her time because she worked every day. On the other hand, I'm satisfied with my vacation. During vacation, I went to Jeju Island, ate black-pig, saw the sea, and met my familiar people. In this process, I can charge my energy and prepare before the next semester.  I do not regret my choice. I am just a student now. So, I can't earn much money to buy expensive things such as car, house, and pet. However, I can get some enough money just like having a lunch with my friends.  If you want to save your money for some time in the future, I recommend you to save money when you earn big money after you get a job. I think it is better choice because unlike before, you will have many chance to enjoy something with much money. There is exactly no answer. I believe best answer to this question is to consume according to your situation. But, In my case, for these reasons, It is better to enjoy my money when I earn it.	2.0	2.0	2.5	6.5
1583	If you could change one important thing about your country, what would you change? Give specific reasons and details to support your opinion.	"One important thing which seriously affects us is studying same thing. 
As korean students, parents and teachers force us to study more, encouraging not to play and enjoy our own life. 
We don't know academic thing at 7~8 years, but we must study mathematics, korean, and even foreign at elementary school.
In such situation, we started to study same thing during 9 years.
Because entering elementary school, and middle school is necessary course in korean, we learn SAME thing without one's talent or interest.
I think this part has serious problem, making us chase one point like having nice business or going to great university.
If we don't stick to such studying law, i can strongly say that our country will develope. 
There aren't same people. All people have different talent, want to know different thing. 
So, we try to give a new studying course for new generations. 
I think we must give them to choice interesting part for 9 years (even game, gamble, traveling... and etc).
By checking their interesting part(although they felt bad after really doing it), they will seek their own road.
Like this, i hope to see various students enjoy their life probing themselves."	2.0	1.0	3.0	6.0
1933	In your opinion, what are the qualities of a good friend? Give specific reasons and details to support your opinion.	"  I think a good friend help me when I have some worries or hard problems. It is because I think it can make good interaction with each other. We can meet many problems in our life. They are not easy to solve own power. So, I think we need to have some people who can help us. 
  In my case, I graduated science high school and I have many stress in there. Because, I didn't like studying, but I needed to study hard in school. Also,  many students studied hard in school and they concentrate competition about grade.  My feeling is bad for a long time about them. This feeling makes me powerless. I slept all the time in school and I forgive study. My friends tried to make my feeling good.  They needed to study, but they think they made my feeling better is more important. At the result, I'm not depressed anymore.  I wanted to die before then. But, nowdays I like my life and I want to make more good memories with my priceless friends. Now, my goal is making good memories with people who gave me some helps. Also, I want to give lots of helps to them.
  I have another memories about some worries. When I was young, my dream is baseball player or art teacher. But, I went middle school, and I tested first middle-term exam. I have good grades about that and my score is too high. So, my parents wanted me to study. But, I didn't want. It is because I hadn't done study before then, I was scared about that. But, My friends told me ""You can do it!"". So, I had some confidence about studying. That times made me study.  At the result, I came KAIST, I think I'm little bit sucess in studying. And, I think my friends made me sucess. 
  So, I think friends can make someone's life. All the people have one risk at least in whole life. And, good friends need to be a power in that time. Then, I think giving some helps and making some good conection makes good interaction. This friends can make us live with good feeling. And, They can be a reason why we need to live hardly.  "	1.0	1.5	2.5	5.0
1430	If you could change one important thing about your university, what would you change? Give specific reasons and details to support your opinion.	"   The freshmen of KAIST expect the best campus life. Obiously, professors and classmates are among the best in the world. However, there is a flaw in KAIST's cmapus life. That is the dormitory communal toilets and shower booths. The problem has two negative aspect, so I choose this what i want to change.

   First, it has privacy problem. Though there are screens in the shower rooms, but there is no screen in changing room. So, freshmen are forced to show thier naked bodies to other people. Most people might feel ashamed of this situation. Especially, someone withe physical complex will be reluctatnt to take a shower.

   Second. the common toilets and shower booths have quarantine problems. Since Corona 19, quarantine has become very important. However, many people share a few toilet in common toilet, which can lead to hygiene problems. If one of the dormitory members gets infected withe Corona 19, it will be easy to become a mass infection through the bathroom.

   In conclussion, the toilet and shower booth have problems with collective hygiene as well as individual rights. To solve these, each room have to have a toilet. If that happens, satifaction of students with school life will increase."	4.5	4.0	4.0	12.5
1477	In your opinion, what are the qualities of a good student? Give specific reasons and details to support your opinion.		4.5	4.5	4.0	13.0
308	Some universities require students to take classes in many subjects. Other universities require students to specialize in one subject. Which is better? Use specific reasons and examples to support your answer. 	"Most of the universities give subjects student to evaluate them. In each semester, students are required to submit one or more subject. The number of total subject is directly connected with students grade, happiness, and so on. So it is important to decide weather one subject or more in class. This essay argue about the three point that why university need to take many subjects; effective study, effective evaluation, fewer risk.

First, many subjects can help effective study. University students almost do not spend a lot of time to study because there are so many things to do. And they usually start the subjects right before the deadline. If some classes give one subject to students in each semester, they may study the subject just one time. Even they could study about just one part of the lectures which is relative to that subject. This is never effective way to increase their knowledge. Students need to study with a cycle, and various subjects help them. 

Second, evaluate student with just one subject is not a good way. In one lecture, they learn a lot of thing and each students have their own interesting. For example, let's assume that student A is interested in chapter 1 and not good at chapter 2. And professor give a subject about chapter 2. Maybe, A is going to get a lower score than his ability. Therefore, universities need to evaluate various ability in students with a many subject.

Finally, many subject decrease the risk. There are unpredictable situations in our lives. Before the deadline, students can get damage on their product, or computer viruses, emergency situation, and so on. Following reasons, some students cannot complete their mission in time. If there is just one big subject, the risk is so high. Many separable subjects protect students from these bad situations. 

In conclusion, because many subjects bring effective study, effective evaluation, fewer risk, university need to make many subjects in a class. Some people think one subject is much more simple. So some students may feel stressful about a lot of subject, but they will satisfy about it in the future."	3.0	3.5	3.0	9.5
1095	Lifestyles: Some people think governments should spend as much money as possible exploring outer space (for example, traveling to the Moon and to other planets). Other people disagree and think governments should spend this money for our basic needs on Earth. Which of these two opinions do you agree with? Use specific reasons and examples to support your opinion.	"I prefer to try new things that take risks. When I was young, it was easy and comfortable to do only what I already do well. And I was also afraid to failure that came from what I tried new things and couldn't success. But I had a question about it. If I keep going to do only what I already do well, is it helpful for my growth?
 My answer is 'no'. I think trying new things is what we have to do. When we do new things and success well, we can feel much achievement. This will be a large courage for us to participate another new thing.
 The risk also can be an obstacle to start a new thing. We need to handle the risks from new things. We also have to practice how to solve the risk when we meet it. Then, the risk won't be a problem when you participate something you don't know well.
 We can see the proof in history that trying new things give us development. The human keep developed to try new things in historical sight. The human used natural things first such as stones, branches. And someone used steels that they hadn't used before. Using steels was gave a largest development for the human. And these performance is keep going by us until now.
 I don't mean that quit to do only what you already do well. We need to do what we already do well continiously, and try new things for our development and growth."	2.5	2.5	3.0	
1843	Do violent video games affect kids in a negative way? Give specific reasons and details to support your opinion. 	"    You can be the ganster legally if you want to be. It is actually in the Internet, not reality. The game industry is increasing very rapidly with developing technology. We can also easily find various violent games, such as GTA, Walking Dead, and other combat games. These games sometimes are very terrible because of violent and illegal scenes. Although these games are limited for over 19 years old to protect kid from those violence. Violent video games affect kids in a negative way for three reasons.
    First of all, children are easily influenced by violent video games. They easily learn various violent contents from video games. Because they are young, they can't think about its badness and just absord everything from games. This lead to establishing bad thoughts of the world.  Moreover, kids could mimic these violent scenes in school. This make various problems of school, such as bullying or group fightings. As a result, many students are damaged by these mimictions.
    Second, video games could be effect to kid's growth. Children cannot easily sleep if they watch scary scenes. Violent video games consist of many scary and terrible scenes that could surprise children. When children saw these scenes in the afternoon, they could not sleep at night bacause of fearness. As a result, they sleep very late, so they cannot rest sufficiently. This causes children's slow growth. In addition, mind also cannot grow correctly. They just learn violence and various bad activities from video games. This make children be young than real ages.
    Lastly, health of child is very dangerous due to addict of games. They could resist to have dinner when they play the games. This could cause lack of nutritions. Moreover, long play time affect their neck and eyes. Bad and longtime fixed position is critical for body. In addition, they could drink or smoke, mimicing character of games. Drink and smoke is seriously negative to kid's health. In the severe case, they could be dead.
  In conclusion, violent video games have very dangerous elements for kids. Kids are very easily affected by violence of games, so they colud learn bad behaviors and mimic. Moreover, video games damages childrens's growth and health. "	3.5	3.0	3.5	10.0
369	Some people think that children should begin their formal education at a very early age and should spend most of their time on school studies. Others believe that young children should spend most of their time playing. Which view do you agree with? Use specific reasons and examples to support your answer.		3.0	3.5	3.0	9.5
1506	In your opinion, what are the qualities of a good student? Give specific reasons and details to support your opinion.		4.0	3.5	3.5	11.0
2162	If you could change one important thing about your university, what would you change? Give specific reasons and details to support your opinion.	"Turnnel for Eoun-Mountain
     Many KAIST students live at the westside dormitories such as Huimang-Hall and Dasom-Hall. There are two ways to go Westside dormitory. One is from North through the Endless-load, and the other one is from South through KISTI. Some students who live in Westside dormitories, especially Huimang-Hall, ask to make a tunnel which through Eoun-Mountain. What is advantages from the tunnel?
     First of all, the time to go to the most KAIST campus building from the Westside decrease. Many students who live in the Westside dormytories walk around the mountain to go to the campus buildings that are rocated at the Northside and Eastside of KASIT. However, if there is the tunnel through the mountain, the walk time is surprisingly decrease. For example, when a student walk from W8 to Huimang-Hall, it takes about more than 10 minutes, but if the tunnel is rocated to connect W8 to Huimang-Hall, it decrease to about less than 2 minutes.
     Second, the tunnel can be the landmark of the KAIST. There are no university that has own tunnel in its campus in Korea. If the tunnel is made, KAIST become the first university which has the own underground civil engineering structure. It raises the honor of the Civil and Environmental Engineering department and can be the chance to be famous. 
    Finally, the usage of tunnel is various. The tunnel work not only as the walkway, but also as the place of convergence. SInce the tunnel do not need the viechel road, students can use the large place like busking place. In the Korea regulation, the width of tunnel is about 6m, and the two way walkroad is about 2m. The 2m from the edge can be used freely, and creative students in KAIST can use it creatively.
     To sum up, making the tunnel through the Eoun-Mountain decrease movetimes of students who live is the Westside dormitories, it can be the landmark of KAIST, and sudents can use is various."	5.0	5.0	4.5	14.5
2188	If you could change one important thing about your country, what would you change? Give specific reasons and details to support your opinion.	"If I could change one thing about my country, I want to change  my country's ground to have many resources. And there're three reasons.
First,  As we know, our country doesn't have many resources. So we have to import resources from another country such as mideastern coutnries. Although we adapt our environment and develop many technics that transform pure resources to useful thing, I think if we have pure resources that can be found in our ground we can save money that is needed to buy pure resources.
Second,  with our technology, we can manufacture  goods ourselves. From pure resource to perfect goods, we can do all parts  just in our  country. And it will lead our country to export-strong country. 
Last,  we would not have to be influenced by other country's condition. For example, many fules are  concentrated to few countries and the price of  resources can be changed unexpectedly according to the countries. If we have enough resources, we don't have to face unexpected situation and it will make our economy stable.
 For these reasons, I want our country to have enough resources."	2.5	2.5	2.5	7.5
701	A friend of yours has received some money and plans to use all of it either to go on vacation or to buy a car. Which would you suggest? Use specific reasons and details to support your choice.	"I would suggest him to use all of money to buy a car because of several reasons. Vacation is short, but we can ride a car for a long time and we can get more effects from buying a car. They are not a opposite arguments, so it is hard to compare them, but buying a car would be better than going on vacation.
 First, vacation is a short choice, car is a long choice. When we go to the vacation and take some rest, maybe we would feel great. But, that feeling will disapear in a short time. Usually we go to the vacation about some weeks~1 month. Actually, 1 month is not a short time, but when we compare it with car, it becomes very short. If we use all of money for it, we will feel something strange after the vacation. We can experience other culture, eat many delicious foods, do expansive activity like sky diving, and take a rest with vacation. The true is that we can't get something usefull to us except for some gifts. It would be very short fun, very short choice. On the other hand, if we use  all of money to buy a car, we can ride it for a really long time. If we didn't make a car accident and keep a car clearly, we can ride it about many years. It's really longer than vacation. 
 The next reason is from the effect of the choices. Maybe almost people would agree that vacation have some positive effects. But as we said above, those short effects can't help our real life. And when we come back to our home, we will feel tired, it is hard to work again. However, car gives us so many good effects. The biggest one is convinience. If we have a car, we can go more various place easily and fastly. For example, in KAIST, it is hard to go to the other place cross the Gap river without car. Even if we don't choose vacation, we can go vacation easily with a car. And we can go to the work easily. The second effect of car is about money. We can save money with car. Without car, we need to use subway, bus, taxi, and some borrow mobility like electric kickboard. If we save this money for a year, it will be very big money. And when we go to the vacation with car, we can choose more places to go, but the money will saved a lot. Train and bus costs almost over the 50000 won. 
 To sum up, by these reasons, car is longer choice and car gives us more good effects, using all of money to buy a car would be the better choice. In modern life, car is one of the good things for our life. Even if we go to the meating, having car is great effect to match to other people. It doesn't mean that vacation is not good. It just mean car has much more advantages than vacation. If we choose vacation, we will happy for that short time, but we will regret our choice for a long time."	3.5	3.5	3.5	10.5
555	You have been told that dormitory rooms at your university must be shared by two students. Would you rather have the university assign a student to share a room with you, or would you rather choose your own roommate? Use specific reasons and examples to support your answer. 	"There are many problems with roommate at dormitory rooms when we live in dormitory. I think choosing my own roommate is better than university assigning a student to share a room with me. There are some reasons why I think like this.
 First, if one of roommate come from other country, it will be difficult to communicate and understand each other. For example, not all of KAIST students are good at English. But, if they have foreign country roommate, it will be hard to communicate each other. Furthermore, being friendly with each other is not easy because of language.
 Second, there are many conflict with roommate. If we choose roommate that can understand each other, it will be fine. I think this reason is why many of KAIST students choose roommate who is at same club, same class, and graduated same high school. 
 Third, it is more easy for university dormitory department. In KAIST, many student use changing roommate system. It is very hard to check because university assign a student first, and students change roommate next. So if student choose roommate, it would be more convinence for university.
 I think choosing my own roommate is better because of communication, understanding each other, and convinence of university."	3.0	3.0	3.0	9.0
995	Lifestyle: Some people believe that a college or university education should be available to all students. Others believe that higher education should be available only to good students. Which view do you agree with? Use specific reasons and examples to support your answer	" I prefer to try new things and take risks. There are three reasons why I try to do new and risky things. First, you are not able to achieve bigger success you really wanted if you do not take risks. Second, if I success after trying new and risky things, it makes me happier than just doing the things I do well already. Finally, you can get some important lesson by failing that will help through whole life.
 You can achieve bigger success through doing new challenging works. When something is risky, it means it will give you high return for the usual cases. So it makes us to get more things that we wanted. Also, if you try new things and achieve some success in the field, you will be able to mix two things you can do well. Then you may be better at the thing you already do well by trying new things and it may leads to a bigger success.
 Second, you can feel better feelings if you get a success on new things. Just doing the things that you are already good at and achieve some good result may give you good feelings. However, it can't be better than the feelings you get from new things. When you try some new challenging works, then you will feel nervous. So, if you get good results though you are feeling nervous, then you can feel the additional hapiness that you achieve good results though you are doing new feeling nervous.
 Finally, we can get good lesson by your failure. Though you fail for new things, it's not just failure. Failure will give you good lesson to go through when you challenge again for the new things. Thomas Edison fail hundred times to develop light bulb. Other great mans also go through lots of failure. So, if you learn something from the failure, you may be better and you can try the thing again. Then you may get success, and it will be more precious success for your life.
 In conclusion, you can get bigger success by doing new things. Then you may feel happier than just doing the thing you can do well already. You may not fear whether you may fail or not. You can get great lesson from the failure and be better than before. Therefore, I prefer to do new and risky things."	3.0	3.0	3.0	
462	Some students prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer.	"There are a lot of people who study hard. Some people say that studying alone is the best way to study. Others say that studying with other students is better than studying alone. In my opinion, studying with a group of students is better than studying alone.
First of all, some people say that in case of studying with a group of students, students would spend time to talk with others. However, students can study efficiently through studying with other students. The reason of the efficiency is that students can share opinions with others. Assume that someone doesn't know about something that he or she is studying. If he or she studies alone, he or she should find it in the textbook or should search it on the Internet. On the other hand, if he or she is studying with his or her group members,  they can know about it immediately by sharing ideas. Because of this, students who study with others can spend less time than students who study alone. 
Second, there are some people who believe that students who study alone can concentrate fully on studying something. However, students who study with their group members can concentrate better on studying something. This is because of the atmosphere to study. When someone is studying, the environment affects him or her a lot. If students study with others, they cannot do other things like playing games because other students are study hard around them. Therefore, group study can increase the concentration of the students.
Finally, some people argue that students should not study with friends when they are studying. However, studying with other students can make close friendship with them. One of the most important purposes which the education has is the friendship of students. However, if students do not study with others, they would find other ways to make friends. On the other hand, students who study with their group members can easily get closed with them. 
In conclusion, studying with group members is the better way to study than studying alone. Some people argue that studying alone is better than studying with a group of students. However, group study have higher efficiency, higher concentration. In addition, students can have close relationship between other students by studying with them. I hope that students can study efficiently by studying with a group of students."	4.5	4.0	4.0	12.5
473	Some students prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer.	"KAIST students have different styles of study. Some of them prefer to study alone, and others prefer to study in group. Those who prefer to study alone insist that they can more concentrate on their study when they study alone. Although there are some advantages of studying alone, I believe that study with a group of students is more efficient way to study.

    First, many have argued that study with a group is waste of time. They insist that if they study together, they feel that they are wasting a time discussing about what they already aware. However, in the process of studying together, we can realize that our misunderstaning knowledge that we thought that have understood. In addition, we can organize the contents by explaining our understanding of knowledge to our friends, and evaluate my understanding. Also, we can accumulate knowledge by asking our friends about things that we did not know or not sure. Therefore, study with a group is more better way to study in terms of efficiency.

    Others argue that, study with a group is harder to concentrate than studying alone. In other words, they claim that if they study with their friends, they will have a chat any will not be able to focus on their studies. However, studies have shown that most people experience more efficiency when they study with their friends. According to statistics from the National Institute of Education, studying in a group showed much more achievement on the exam comparing with studying alone. The researchers conducted an experiment in two groups of students in the fourth grade(about B0) of the mock test of korean SAT. Group A studied alone, and Group B studied by sharing opinions with their group. After three months, the average grade of mock test was 4.2, while Group B’s average test grade was 3.3. Also, the post survey result show that the feeling of concentration also high-rated on Group B compared with Group A. The study results directly refute the opposition insisted that studying together reduces concentration. 


    In conclusion, although studying alone has some benefits, to study as a group showed two benefits compared to study alone. The first factor is that the efficiency of studing has increased, and the second factor is that they could concentrate more easily with studying in a group."	4.5	4.5	4.0	13.0
1273	If you could change one important thing about your country, what would you change? Give specific reasons and details to support your opinion.	"  Many company leaders or high-level company members in Korea are doing their best to accomplish their jobs and get the highest revenues. But in the process of pursuing such achievements they often behave badly to their subordinates and hurts their emotion. They also often do not understand or forgive one-time mistake of the members in lower positions. This kind of behavior is one of many factors which degrades the morale of many employees in Korea and even gives a bad image about the country to many new-bies in Korea.

  Although I am currently not in a high position in any company, not even a company employee, I believe I can change such harsh environment of my country in the future. I am basically generous to anyone. I have not make revenge to anyone who directly or indirectly hurt me, but just tried to understand why they were hurting me and which aspects of mine caused such events. For example, when I was a 11-th grade student I had some senior students who behaves badly and sometimes gave insulting words to lower-grade students, including me. At first I did not understand why there doing in such way and felt a sad feeling about my destiny. But soon I realized that they were stressed out due to the preparation of the university entrance exam, so I decided not to care much about their actions. I am also able to quickly discharge the bad emotions and hatred arising in my mind. For example, I had a friend who once spreaded a false and bad information about me to his friends. I became really angry just after I noticed the incidence, but I did not fully express the anger to him. Instead, I decided to take a nap and within two hours I returned to my ordinary emotional state. As a result, there was no serious happening at the time; it just ended with a mild warning directed to my friend.

  Although my generous personality will not directly change my country, I believe that when I obtain a high position in a company many followers and colleagues will be affected by my behavior and then make gradual effects in the company, society, and the country."	2.0	3.0	4.0	9.0
45	Some people believe that a college or university education should be available to all students. Others believe that higher education should be available only to good students. Which view do you agree with? Use specific reasons and examples to support your answer. 		3.0	4.0	2.5	9.5
2018	How do movies or TV influence people’s behavior? Give specific reasons and details to support your opinion.	"After TV was invented, many video contents like movie, Drama, TV show and News developed a lot.  And now we use mobile phone or Tablet to watch video contents through Netflix and YouTube. So I think people influenced a lot from TV or movie. 
First, people are sensitive to trend. people want to belong to group. So if they don't know trend, they can't belong to large group. Because in group we need to use meme or trend expression. I think movies and TV provide these trends. For example after '극한직업'  become popular, many people find '수원 왕갈비 통닭'. Because '극한직업' provided a trend, '수원 왕갈비 통닭'. And if an actor wear a clothes,  many people want to buy that. These are evidences the TV and movie influence people's behavior.
Second, TV programs are provocative. TV show need many viewers because they earn money through Advertisements. So they make more provocative contents. For example Japan made much provocative contents like horror or gag. people attracted from strong stimulus. Because the behavior in TV show are different with reality. So people get curious on TV and they replicate it. 
In conclusion many people influenced from TV program. But TV show try to make more provocative contents. If we replicate all behavior in Tv, Society will be confused. So we need to control ourself. "	3.5	3.5	2.5	9.5
