id,generous_model,harsh_model,baseline_grade,initial_generous_grade,initial_harsh_grade,final_generous_grade,final_harsh_grade,consensus_grade,actual_grade_0_15,actual_grade_0_100,rounds_used,converged,grade_difference,initial_swap_needed,total_warnings,total_swaps,big_jumps_generous,big_jumps_harsh,small_changes_generous,small_changes_harsh,medium_changes_generous,medium_changes_harsh,no_change_generous,no_change_harsh,total_grade_movement_generous,total_grade_movement_harsh,max_grade_movement_generous,max_grade_movement_harsh,min_grade_movement_generous,min_grade_movement_harsh,avg_grade_movement_generous,avg_grade_movement_harsh,initial_grade_gap,final_grade_gap,total_grade_gap_reduction,efficiency_score,stubbornness_score,volatility_score,generous_bias,harsh_bias,consensus_bias,baseline_bias
112,MISTRAL,MISTRAL,83,70,30,63,42,52,13.0,86.7,8,False,21,False,0,0,0,0,6,3,0,0,2,5,7,12,2,5,1,2,0.875,1.5,40,21,19,2.375,0.4375,0.0,-16.700000000000003,-56.7,-34.7,-3.700000000000003
112,COMMAND,COMMAND,87,65,65,65,65,65,13.0,86.7,1,True,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,-21.700000000000003,-21.700000000000003,-21.700000000000003,0.2999999999999971
112,GEMMA,GEMMA,91,78,58,73,70,72,13.0,86.7,5,True,3,False,0,0,0,0,4,4,0,0,0,0,5,12,2,4,1,2,1.0,2.4,20,3,17,3.4,0.0,0.0,-8.700000000000003,-28.700000000000003,-14.700000000000005,4.299999999999997
1675,CHATGPT,CHATGPT,71,72,46,63,62,62,10.5,70.0,3,True,1,False,0,0,0,0,1,1,1,1,0,0,9,16,6,14,3,2,3.0,5.333333333333333,26,1,25,8.333333333333334,0.0,0.0,2.0,-24.0,-8.0,1.0
1675,CLAUDE,CLAUDE,82,78,45,8,8,8,10.5,70.0,5,True,0,False,2,2,2,0,1,0,1,3,0,1,127,20,68,7,2,6,25.4,4.0,33,0,33,6.6,0.1,0.2,8.0,-25.0,-62.0,12.0
1675,QWEN,QWEN,74,87,52,76,75,76,10.5,70.0,7,True,1,False,0,0,0,0,6,4,0,2,0,0,11,23,2,6,1,2,1.5714285714285714,3.2857142857142856,35,1,34,4.857142857142857,0.0,0.0,17.0,-18.0,6.0,4.0
1675,GROK,GROK,67,78,55,68,66,67,10.5,70.0,6,True,2,False,0,0,0,0,5,5,0,0,0,0,10,11,2,3,2,1,1.6666666666666667,1.8333333333333333,23,2,21,3.5,0.0,0.0,8.0,-15.0,-3.0,-3.0
1675,MISTRAL,MISTRAL,77,87,30,85,65,75,10.5,70.0,8,False,20,False,0,0,0,1,1,2,0,0,7,5,2,35,2,25,2,5,0.25,4.375,57,20,37,4.625,0.75,0.0625,17.0,-40.0,5.0,7.0
1675,COMMAND,COMMAND,65,78,65,72,70,71,10.5,70.0,3,True,2,False,0,0,0,0,2,2,0,0,0,0,6,5,3,3,3,2,2.0,1.6666666666666667,13,2,11,3.6666666666666665,0.0,0.0,8.0,-5.0,1.0,-5.0
1675,GEMMA,GEMMA,82,82,62,77,74,76,10.5,70.0,4,True,3,False,0,0,0,0,3,2,0,1,0,0,5,12,2,6,1,2,1.25,3.0,20,3,17,4.25,0.0,0.0,12.0,-8.0,6.0,12.0
696,CHATGPT,CHATGPT,84,72,48,70,69,70,6.5,43.3,3,True,1,False,0,0,0,1,2,1,0,0,0,0,2,21,1,17,1,4,0.6666666666666666,7.0,24,1,23,7.666666666666667,0.0,0.1666666666666666,28.700000000000003,4.700000000000003,26.700000000000003,40.7
696,CLAUDE,CLAUDE,83,78,42,66,64,65,6.5,43.3,8,True,2,False,0,0,0,0,7,6,0,1,0,0,12,22,2,6,1,1,1.5,2.75,36,2,34,4.25,0.0,0.0,34.7,-1.2999999999999972,21.700000000000003,39.7
696,QWEN,QWEN,91,87,58,79,78,78,6.5,43.3,7,True,1,False,0,0,0,0,6,5,0,1,0,0,8,20,2,6,1,2,1.1428571428571428,2.857142857142857,29,1,28,4.0,0.0,0.0,43.7,14.700000000000005,34.7,47.7
696,GROK,GROK,84,75,48,63,62,62,6.5,43.3,5,True,1,False,0,0,0,0,4,3,0,1,0,0,12,14,5,7,2,2,2.4,2.8,27,1,26,5.2,0.0,0.0,31.700000000000003,4.700000000000003,18.700000000000003,40.7
696,MISTRAL,MISTRAL,78,70,30,67,35,51,6.5,43.3,8,False,32,False,0,0,0,0,2,1,0,0,6,7,3,5,2,5,1,5,0.375,0.625,40,32,8,1.0,0.8125,0.0,26.700000000000003,-13.299999999999995,7.700000000000003,34.7
696,COMMAND,COMMAND,88,75,65,70,68,69,6.5,43.3,2,True,2,False,0,0,0,0,1,1,0,0,0,0,5,3,5,3,5,3,2.5,1.5,10,2,8,4.0,0.0,0.0,31.700000000000003,21.700000000000003,25.700000000000003,44.7
696,GEMMA,GEMMA,86,85,62,80,78,79,6.5,43.3,5,True,2,False,0,0,0,0,4,3,0,1,0,0,5,16,2,6,1,2,1.0,3.2,23,2,21,4.2,0.0,0.0,41.7,18.700000000000003,35.7,42.7
1583,CHATGPT,CHATGPT,66,72,48,69,68,68,6.0,40.0,4,True,1,False,0,0,0,0,3,1,0,2,0,0,3,20,1,12,1,2,0.75,5.0,24,1,23,5.75,0.0,0.0,32.0,8.0,28.0,26.0
1583,CLAUDE,CLAUDE,70,75,32,12,9,10,6.0,40.0,5,True,3,False,3,3,2,0,1,2,1,2,0,0,106,20,68,6,3,3,21.2,4.0,43,3,40,8.0,0.0,0.2,35.0,-8.0,-30.0,30.0
1583,QWEN,QWEN,56,87,45,78,77,78,6.0,40.0,6,True,1,False,0,0,0,0,5,2,0,3,0,0,9,32,2,13,1,2,1.5,5.333333333333333,42,1,41,6.833333333333333,0.0,0.0,47.0,5.0,38.0,16.0
1583,GROK,GROK,66,78,55,68,67,68,6.0,40.0,6,True,1,False,0,0,0,0,5,5,0,0,0,0,10,12,2,5,2,1,1.6666666666666667,2.0,23,1,22,3.6666666666666665,0.0,0.0,38.0,15.0,28.0,26.0
1583,MISTRAL,MISTRAL,50,92,30,87,62,74,6.0,40.0,8,False,25,False,0,0,0,1,2,0,0,1,6,6,5,32,3,25,2,7,0.625,4.0,62,25,37,4.625,0.75,0.0625,52.0,-10.0,34.0,10.0
1583,COMMAND,COMMAND,61,65,55,65,62,64,6.0,40.0,3,True,3,False,1,1,0,0,1,1,0,1,1,0,5,12,5,10,5,2,1.6666666666666667,4.0,10,3,7,2.333333333333333,0.1666666666666666,0.0,25.0,15.0,24.0,21.0
1583,GEMMA,GEMMA,54,78,52,72,70,71,6.0,40.0,6,True,2,False,0,0,0,0,5,4,0,1,0,0,6,18,2,6,1,2,1.0,3.0,26,2,24,4.0,0.0,0.0,38.0,12.0,31.0,14.0
1933,CHATGPT,CHATGPT,89,75,60,71,70,70,5.0,33.3,3,True,1,False,1,1,0,0,2,1,0,1,0,0,5,11,3,8,2,3,1.6666666666666667,3.6666666666666665,15,1,14,4.666666666666667,0.0,0.0,41.7,26.700000000000003,36.7,55.7
1933,CLAUDE,CLAUDE,75,78,35,42,41,42,5.0,33.3,6,True,1,False,2,2,1,0,4,3,0,1,0,1,47,17,37,7,1,3,7.833333333333333,2.833333333333333,43,1,42,7.0,0.0833333333333333,0.0833333333333333,44.7,1.7000000000000028,8.700000000000003,41.7
1933,QWEN,QWEN,94,87,45,76,76,76,5.0,33.3,7,True,0,False,0,0,0,0,6,3,0,3,0,0,11,31,2,10,1,2,1.5714285714285714,4.428571428571429,42,0,42,6.0,0.0,0.0,53.7,11.700000000000005,42.7,60.7
1933,GROK,GROK,79,78,50,68,65,66,5.0,33.3,8,True,3,False,0,0,0,0,7,7,0,0,0,0,10,15,2,5,1,1,1.25,1.875,28,3,25,3.125,0.0,0.0,44.7,16.700000000000003,32.7,45.7
1933,MISTRAL,MISTRAL,81,70,30,65,52,58,5.0,33.3,8,False,13,False,0,0,0,0,4,1,0,2,4,5,5,22,2,10,1,5,0.625,2.75,40,13,27,3.375,0.5625,0.0,36.7,-3.299999999999997,24.700000000000003,47.7
1933,COMMAND,COMMAND,83,75,61,65,63,64,5.0,33.3,2,True,2,False,0,0,0,0,0,1,1,0,0,0,10,2,10,2,10,2,5.0,1.0,14,2,12,6.0,0.0,0.0,41.7,27.700000000000003,30.700000000000003,49.7
1933,GEMMA,GEMMA,90,88,62,81,79,80,5.0,33.3,6,True,2,False,0,0,0,0,5,4,0,1,0,0,7,17,2,6,1,1,1.1666666666666667,2.833333333333333,26,2,24,4.0,0.0,0.0,54.7,28.700000000000003,46.7,56.7
1430,CHATGPT,CHATGPT,75,70,49,66,63,64,12.5,83.3,3,True,3,False,0,0,0,0,2,1,0,1,0,0,4,14,2,11,2,3,1.3333333333333333,4.666666666666667,21,3,18,6.0,0.0,0.0,-13.299999999999995,-34.3,-19.3,-8.299999999999997
1430,CLAUDE,CLAUDE,67,74,32,19,19,19,12.5,83.3,5,True,0,False,3,3,3,1,0,0,1,2,0,1,142,74,55,55,13,6,28.4,14.8,42,0,42,8.4,0.1,0.4,-9.299999999999995,-51.3,-64.3,-16.299999999999997
1430,QWEN,QWEN,78,87,45,76,74,75,12.5,83.3,7,True,2,False,0,0,0,0,6,3,0,3,0,0,11,29,2,7,1,2,1.5714285714285714,4.142857142857143,42,2,40,5.714285714285714,0.0,0.0,3.700000000000003,-38.3,-8.299999999999997,-5.299999999999997
1430,GROK,GROK,65,75,50,62,61,62,12.5,83.3,4,True,1,False,0,0,0,0,3,3,0,0,0,0,13,11,5,5,3,1,3.25,2.75,25,1,24,6.0,0.0,0.0,-8.299999999999997,-33.3,-21.3,-18.3
1430,MISTRAL,MISTRAL,77,87,65,85,70,78,12.5,83.3,8,False,15,False,0,0,0,0,1,1,0,0,7,7,2,5,2,5,2,5,0.25,0.625,22,15,7,0.875,0.875,0.0,3.700000000000003,-18.3,-5.299999999999997,-6.299999999999997
1430,COMMAND,COMMAND,79,72,65,68,67,68,12.5,83.3,2,True,1,True,1,1,0,0,1,1,0,0,0,0,4,2,4,2,4,2,2.0,1.0,7,1,6,3.0,0.0,0.0,-11.299999999999995,-18.3,-15.299999999999995,-4.299999999999997
1430,GEMMA,GEMMA,65,78,58,73,72,72,12.5,83.3,5,True,1,False,0,0,0,0,4,4,0,0,0,0,5,14,2,5,1,2,1.0,2.8,20,1,19,3.8,0.0,0.0,-5.299999999999997,-25.3,-11.299999999999995,-18.3
308,CHATGPT,CHATGPT,86,70,55,65,64,64,9.5,63.3,3,True,1,False,0,0,0,0,2,1,0,1,0,0,5,9,4,6,1,3,1.6666666666666667,3.0,15,1,14,4.666666666666667,0.0,0.0,6.700000000000003,-8.299999999999997,0.7000000000000028,22.700000000000003
308,CLAUDE,CLAUDE,89,72,28,3,1,2,9.5,63.3,5,True,2,False,4,4,2,0,2,4,0,0,0,0,110,14,71,4,4,2,22.0,2.8,44,2,42,8.4,0.0,0.2,8.700000000000003,-35.3,-61.3,25.700000000000003
308,QWEN,QWEN,77,82,32,70,67,68,9.5,63.3,7,True,3,False,0,0,0,0,6,3,0,3,0,0,12,35,4,13,1,2,1.7142857142857142,5.0,50,3,47,6.714285714285714,0.0,0.0,18.700000000000003,-31.3,4.700000000000003,13.700000000000005
308,GROK,GROK,88,78,48,63,60,62,9.5,63.3,5,True,3,False,0,0,0,0,3,3,1,1,0,0,15,12,6,7,2,1,3.0,2.4,30,3,27,5.4,0.0,0.0,14.700000000000005,-15.299999999999995,-1.2999999999999972,24.700000000000003
308,MISTRAL,MISTRAL,83,70,30,66,40,53,9.5,63.3,8,False,26,False,0,0,0,0,3,2,0,0,5,6,4,10,2,5,1,5,0.5,1.25,40,26,14,1.75,0.6875,0.0,6.700000000000003,-33.3,-10.299999999999995,19.700000000000003
308,COMMAND,COMMAND,85,65,65,65,65,65,9.5,63.3,1,True,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.7000000000000028,1.7000000000000028,1.7000000000000028,21.700000000000003
308,GEMMA,GEMMA,81,78,58,73,72,72,9.5,63.3,5,True,1,False,0,0,0,0,4,4,0,0,0,0,5,14,2,5,1,2,1.0,2.8,20,1,19,3.8,0.0,0.0,14.700000000000005,-5.299999999999997,8.700000000000003,17.700000000000003
1095,CHATGPT,CHATGPT,76,72,30,58,57,58,,,3,True,1,False,0,0,0,1,1,0,1,1,0,0,14,27,12,15,2,12,4.666666666666667,9.0,42,1,41,13.666666666666666,0.0,0.1666666666666666,,,,
1095,CLAUDE,CLAUDE,82,45,15,18,18,18,,,5,True,0,False,0,0,1,0,3,1,0,0,0,3,27,3,17,3,3,3,5.4,0.6,30,0,30,6.0,0.3,0.1,,,,
1095,QWEN,QWEN,83,78,35,65,63,64,,,8,True,2,False,0,0,0,0,7,5,0,2,0,0,13,28,2,7,1,2,1.625,3.5,43,2,41,5.125,0.0,0.0,,,,
1095,GROK,GROK,72,70,30,70,30,50,,,8,False,40,False,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0.0,0.0,40,40,0,0.0,1.0,0.0,,,,
1095,MISTRAL,MISTRAL,83,87,30,85,50,68,,,8,False,35,False,0,0,0,1,1,1,0,0,7,6,2,20,2,15,2,5,0.25,2.5,57,35,22,2.75,0.8125,0.0625,,,,
1095,COMMAND,COMMAND,66,65,41,67,64,66,,,3,True,3,False,1,1,0,1,1,0,0,1,1,0,1,26,1,17,1,9,0.3333333333333333,8.666666666666666,24,3,21,7.0,0.16666666666666666,0.16666666666666666,,,,
1095,GEMMA,GEMMA,85,78,52,71,69,70,,,6,True,2,False,0,0,0,0,5,4,0,1,0,0,7,17,2,6,1,1,1.1666666666666667,2.8333333333333335,26,2,24,4.0,0.0,0.0,,,,
1843,CHATGPT,CHATGPT,77,75,50,71,68,70,10.0,66.7,3,True,3,False,0,0,0,0,2,0,0,2,0,0,4,18,3,10,1,8,1.3333333333333333,6.0,25,3,22,7.333333333333333,0.0,0.0,8.299999999999997,-16.700000000000003,3.299999999999997,10.299999999999997
1843,CLAUDE,CLAUDE,91,72,35,61,61,61,10.0,66.7,7,True,0,False,0,0,0,0,6,5,0,1,0,0,11,26,3,7,1,2,1.5714285714285714,3.7142857142857144,37,0,37,5.285714285714286,0.0,0.0,5.299999999999997,-31.700000000000003,-5.700000000000003,24.299999999999997
1843,QWEN,QWEN,86,87,42,78,75,76,10.0,66.7,6,True,3,False,0,0,0,1,5,3,0,1,0,0,9,33,2,16,1,3,1.5,5.5,45,3,42,7.0,0.0,0.08333333333333333,20.299999999999997,-24.700000000000003,9.299999999999997,19.299999999999997
1843,GROK,GROK,94,70,30,70,30,50,10.0,66.7,8,False,40,False,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0.0,0.0,40,40,0,0.0,1.0,0.0,3.299999999999997,-36.7,-16.700000000000003,27.299999999999997
1843,MISTRAL,MISTRAL,91,70,30,66,52,59,10.0,66.7,8,False,14,False,0,0,0,0,3,5,0,0,5,3,4,22,2,5,1,3,0.5,2.75,40,14,26,3.25,0.5,0.0,3.299999999999997,-36.7,-7.700000000000003,24.299999999999997
1843,COMMAND,COMMAND,84,65,65,65,65,65,10.0,66.7,1,True,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,-1.7000000000000028,-1.7000000000000028,-1.7000000000000028,17.299999999999997
1843,GEMMA,GEMMA,82,78,58,73,72,72,10.0,66.7,5,True,1,False,0,0,0,0,4,4,0,0,0,0,5,14,2,5,1,2,1.0,2.8,20,1,19,3.8,0.0,0.0,11.299999999999997,-8.700000000000003,5.299999999999997,15.299999999999997
2162,CHATGPT,CHATGPT,86,72,63,70,67,68,14.5,96.7,2,True,3,False,0,0,0,0,1,1,0,0,0,0,2,4,2,4,2,4,1.0,2.0,9,3,6,3.0,0.0,0.0,-24.700000000000003,-33.7,-28.700000000000003,-10.700000000000003
2162,CLAUDE,CLAUDE,78,78,32,48,45,46,14.5,96.7,6,True,3,False,1,1,1,0,4,3,0,1,0,1,33,16,24,6,2,3,5.5,2.6666666666666665,46,3,43,7.166666666666667,0.08333333333333333,0.08333333333333333,-18.700000000000003,-64.7,-50.7,-18.700000000000003
2162,QWEN,QWEN,91,87,35,75,72,74,14.5,96.7,8,True,3,False,0,0,0,0,7,3,0,4,0,0,12,37,2,10,1,2,1.5,4.625,52,3,49,6.125,0.0,0.0,-9.700000000000003,-61.7,-22.700000000000003,-5.700000000000003
2162,GROK,GROK,85,70,30,70,30,50,14.5,96.7,8,False,40,False,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0.0,0.0,40,40,0,0.0,1.0,0.0,-26.700000000000003,-66.7,-46.7,-11.700000000000003
2162,MISTRAL,MISTRAL,85,70,30,67,52,60,14.5,96.7,8,False,15,False,0,0,0,0,2,3,0,1,6,4,3,22,2,7,1,5,0.375,2.75,40,15,25,3.125,0.625,0.0,-26.700000000000003,-66.7,-36.7,-11.700000000000003
2162,COMMAND,COMMAND,78,75,55,70,68,69,14.5,96.7,4,True,2,False,1,1,0,0,3,3,0,0,0,0,7,15,3,5,2,5,1.75,3.75,20,2,18,4.5,0.0,0.0,-21.700000000000003,-41.7,-27.700000000000003,-18.700000000000003
2162,GEMMA,GEMMA,79,78,58,73,72,72,14.5,96.7,5,True,1,False,0,0,0,0,4,4,0,0,0,0,5,14,2,5,1,2,1.0,2.8,20,1,19,3.8,0.0,0.0,-18.700000000000003,-38.7,-24.700000000000003,-17.700000000000003
2188,CHATGPT,CHATGPT,51,72,55,69,66,68,7.5,50.0,3,True,3,False,0,0,0,0,2,1,0,1,0,0,3,11,2,8,1,3,1.0,3.6666666666666665,17,3,14,4.666666666666667,0.0,0.0,22.0,5.0,18.0,1.0
2188,CLAUDE,CLAUDE,60,78,42,60,58,59,7.5,50.0,6,True,2,False,1,1,0,0,4,4,1,1,0,0,20,18,11,6,2,2,3.3333333333333335,3.0,36,2,34,5.666666666666667,0.0,0.0,28.0,-8.0,9.0,10.0
2188,QWEN,QWEN,53,84,42,72,70,71,7.5,50.0,7,True,2,False,0,0,0,0,6,3,0,3,0,0,12,28,2,6,2,2,1.7142857142857142,4.0,42,2,40,5.714285714285714,0.0,0.0,34.0,-8.0,21.0,3.0
2188,GROK,GROK,60,70,30,70,30,50,7.5,50.0,8,False,40,False,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0.0,0.0,40,40,0,0.0,1.0,0.0,20.0,-20.0,0.0,10.0
2188,MISTRAL,MISTRAL,58,87,58,85,58,72,7.5,50.0,8,False,27,False,0,0,0,0,1,0,0,0,7,8,2,0,2,0,2,0,0.25,0.0,29,27,2,0.25,0.9375,0.0,37.0,8.0,22.0,8.0
2188,COMMAND,COMMAND,64,65,50,63,60,62,7.5,50.0,3,True,3,False,0,0,0,0,1,2,0,0,1,0,2,10,2,5,2,5,0.6666666666666666,3.3333333333333335,15,3,12,4.0,0.16666666666666666,0.0,15.0,0.0,12.0,14.0
2188,GEMMA,GEMMA,57,78,58,73,72,72,7.5,50.0,5,True,1,False,0,0,0,0,4,4,0,0,0,0,5,14,2,5,1,2,1.0,2.8,20,1,19,3.8,0.0,0.0,28.0,8.0,22.0,7.0
701,CHATGPT,CHATGPT,76,72,48,66,63,64,10.5,70.0,2,True,3,False,0,0,0,1,0,0,1,0,0,0,6,15,6,15,6,15,3.0,7.5,24,3,21,10.5,0.0,0.25,2.0,-22.0,-6.0,6.0
701,CLAUDE,CLAUDE,76,78,32,50,47,48,10.5,70.0,5,True,3,False,0,0,1,0,3,2,0,1,0,1,28,15,20,6,2,4,5.6,3.0,46,3,43,8.6,0.1,0.1,8.0,-38.0,-22.0,6.0
701,QWEN,QWEN,82,87,52,76,75,76,10.5,70.0,7,True,1,False,0,0,0,0,6,4,0,2,0,0,11,23,2,6,1,1,1.5714285714285714,3.2857142857142856,35,1,34,4.857142857142857,0.0,0.0,17.0,-18.0,6.0,12.0
701,GROK,GROK,79,70,30,70,30,50,10.5,70.0,8,False,40,False,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0.0,0.0,40,40,0,0.0,1.0,0.0,0.0,-40.0,-20.0,9.0
701,MISTRAL,MISTRAL,75,87,30,75,70,72,10.5,70.0,8,False,5,False,0,0,0,1,8,4,0,2,0,1,12,40,3,15,1,2,1.5,5.0,57,5,52,6.5,0.0625,0.0625,17.0,-40.0,2.0,5.0
701,COMMAND,COMMAND,85,67,65,67,65,66,10.5,70.0,1,True,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,2,0,0.0,0.0,0.0,-3.0,-5.0,-4.0,15.0
701,GEMMA,GEMMA,92,78,62,74,72,73,10.5,70.0,4,True,2,False,0,0,0,0,3,2,0,1,0,0,4,10,2,6,1,2,1.0,2.5,16,2,14,3.5,0.0,0.0,8.0,-8.0,3.0,22.0
555,CHATGPT,CHATGPT,76,72,56,66,64,65,9.0,60.0,2,True,2,False,0,0,0,0,0,0,1,1,0,0,6,8,6,8,6,8,3.0,4.0,16,2,14,7.0,0.0,0.0,12.0,-4.0,5.0,16.0
555,CLAUDE,CLAUDE,67,72,35,60,57,58,9.0,60.0,6,True,3,False,0,0,0,0,5,3,0,2,0,0,12,22,4,7,2,2,2.0,3.6666666666666665,37,3,34,5.666666666666667,0.0,0.0,12.0,-25.0,-2.0,7.0
555,QWEN,QWEN,68,85,35,68,65,66,9.0,60.0,5,True,3,False,0,0,0,0,4,2,0,2,0,0,17,30,5,10,2,5,3.4,6.0,50,3,47,9.4,0.0,0.0,25.0,-25.0,6.0,8.0
555,GROK,GROK,66,70,30,70,30,50,9.0,60.0,8,False,40,False,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0.0,0.0,40,40,0,0.0,1.0,0.0,10.0,-30.0,-10.0,6.0
555,MISTRAL,MISTRAL,80,85,30,79,61,70,9.0,60.0,8,False,18,False,0,0,0,1,2,2,0,1,6,4,6,31,3,15,3,4,0.75,3.875,55,18,37,4.625,0.625,0.0625,25.0,-30.0,10.0,20.0
555,COMMAND,COMMAND,82,65,65,65,65,65,9.0,60.0,1,True,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,22.0
555,GEMMA,GEMMA,85,78,58,73,72,72,9.0,60.0,5,True,1,False,0,0,0,0,4,4,0,0,0,0,5,14,2,5,1,2,1.0,2.8,20,1,19,3.8,0.0,0.0,18.0,-2.0,12.0,25.0
995,CHATGPT,CHATGPT,82,68,28,42,42,42,,,4,True,0,False,0,0,1,0,1,1,1,2,0,0,26,14,16,6,2,2,6.5,3.5,40,0,40,10.0,0.0,0.125,,,,
995,CLAUDE,CLAUDE,77,45,15,15,15,15,,,8,True,0,False,0,0,0,0,5,0,2,0,0,7,30,0,10,0,2,0,3.75,0.0,30,0,30,3.75,0.4375,0.0,,,,
995,QWEN,QWEN,80,85,35,65,63,64,,,7,True,2,False,0,0,0,0,6,5,0,1,0,0,20,28,5,10,1,2,2.857142857142857,4.0,50,2,48,6.857142857142857,0.0,0.0,,,,
995,GROK,GROK,94,70,30,70,30,50,,,8,False,40,False,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0.0,0.0,40,40,0,0.0,1.0,0.0,,,,
995,MISTRAL,MISTRAL,91,88,45,78,68,73,,,8,False,10,False,0,0,0,0,7,5,0,1,1,2,10,23,3,7,1,3,1.25,2.875,43,10,33,4.125,0.1875,0.0,,,,
995,COMMAND,COMMAND,77,85,61,72,70,71,,,4,True,2,False,2,2,1,0,2,2,0,1,0,0,22,18,15,10,2,4,5.5,4.5,24,2,22,5.5,0.0,0.125,,,,
995,GEMMA,GEMMA,78,78,58,73,72,72,,,5,True,1,False,0,0,0,0,4,4,0,0,0,0,5,14,2,5,1,2,1.0,2.8,20,1,19,3.8,0.0,0.0,,,,
462,CHATGPT,CHATGPT,95,75,58,69,68,68,12.5,83.3,3,True,1,False,0,0,0,0,2,1,0,1,0,0,6,10,3,8,3,2,2.0,3.3333333333333335,17,1,16,5.333333333333333,0.0,0.0,-8.299999999999997,-25.299999999999997,-15.299999999999997,11.700000000000003
462,CLAUDE,CLAUDE,92,78,45,52,52,52,12.5,83.3,8,True,0,False,1,1,1,1,7,4,0,2,0,1,82,63,63,30,2,3,10.25,7.875,33,0,33,4.125,0.0625,0.125,-5.299999999999997,-38.3,-31.299999999999997,8.700000000000003
462,QWEN,QWEN,90,87,58,80,78,79,12.5,83.3,6,True,2,False,0,0,0,0,5,4,0,1,0,0,7,20,2,6,1,2,1.1666666666666667,3.3333333333333335,29,2,27,4.5,0.0,0.0,3.700000000000003,-25.299999999999997,-4.299999999999997,6.700000000000003
462,GROK,GROK,83,70,30,70,30,50,12.5,83.3,8,False,40,False,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0.0,0.0,40,40,0,0.0,1.0,0.0,-13.299999999999997,-53.3,-33.3,-0.29999999999999716
462,MISTRAL,MISTRAL,77,92,30,89,55,72,12.5,83.3,8,False,34,False,0,0,0,1,2,0,0,0,6,7,3,25,2,25,1,25,0.375,3.125,62,34,28,3.5,0.8125,0.0625,8.700000000000003,-53.3,-11.299999999999997,-6.299999999999997
462,COMMAND,COMMAND,94,85,65,75,73,74,12.5,83.3,4,True,2,False,2,2,0,0,2,2,1,1,0,0,17,15,10,8,2,2,4.25,3.75,20,2,18,4.5,0.0,0.0,1.7000000000000028,-18.299999999999997,-9.299999999999997,10.700000000000003
462,GEMMA,GEMMA,95,78,62,74,72,73,12.5,83.3,4,True,2,False,0,0,0,0,3,2,0,1,0,0,4,10,2,6,1,2,1.0,2.5,16,2,14,3.5,0.0,0.0,-5.299999999999997,-21.299999999999997,-10.299999999999997,11.700000000000003
473,CHATGPT,CHATGPT,84,72,54,66,66,66,13.0,86.7,3,True,0,False,0,0,0,0,2,1,0,1,0,0,6,12,4,9,2,3,2.0,4.0,18,0,18,6.0,0.0,0.0,-14.700000000000003,-32.7,-20.700000000000003,-2.700000000000003
473,CLAUDE,CLAUDE,87,78,42,57,55,56,13.0,86.7,8,True,2,False,1,1,0,0,7,3,1,1,0,4,23,15,7,6,2,2,2.875,1.875,36,2,34,4.25,0.25,0.0,-8.700000000000003,-44.7,-30.700000000000003,0.29999999999999716
473,QWEN,QWEN,93,87,52,76,74,75,13.0,86.7,6,True,2,False,0,0,0,0,5,3,0,2,0,0,11,22,3,6,2,2,1.8333333333333333,3.6666666666666665,35,2,33,5.5,0.0,0.0,0.29999999999999716,-34.7,-11.700000000000003,6.299999999999997
473,GROK,GROK,82,70,30,70,30,50,13.0,86.7,8,False,40,False,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0.0,0.0,40,40,0,0.0,1.0,0.0,-16.700000000000003,-56.7,-36.7,-4.700000000000003
473,MISTRAL,MISTRAL,92,70,30,65,48,56,13.0,86.7,8,False,17,False,0,0,0,1,3,1,0,0,5,6,5,18,2,15,1,3,0.625,2.25,40,17,23,2.875,0.6875,0.0625,-16.700000000000003,-56.7,-30.700000000000003,5.299999999999997
473,COMMAND,COMMAND,83,85,72,82,80,81,13.0,86.7,3,True,2,False,0,0,0,0,2,1,0,1,0,0,3,8,2,6,1,2,1.0,2.6666666666666665,13,2,11,3.6666666666666665,0.0,0.0,-1.7000000000000028,-14.700000000000003,-5.700000000000003,-3.700000000000003
473,GEMMA,GEMMA,81,82,68,78,75,76,13.0,86.7,3,True,3,False,0,0,0,0,2,2,0,0,0,0,4,7,2,4,2,3,1.3333333333333333,2.3333333333333335,14,3,11,3.6666666666666665,0.0,0.0,-4.700000000000003,-18.700000000000003,-10.700000000000003,-5.700000000000003
